hcp_id,hcp_name,territory_id,specialty,prescriber_tier,monthly_rx_volume,hospital_affiliation,digital_engagement,total_calls_received,unique_reps_visited,months_contacted,avg_monthly_calls,conversion_rate,coverage_status,estimated_monthly_revenue_potential
H0478,Dr. Kirk,T030,Cardiologist,B,27,Community,Low,0,0,0,0.0,0.0,Undercovered,6804.0
H0183,Dr. Wood,T029,Internist,B,27,Private Practice,Low,24,1,13,1.0,0.08333333333333333,Adequately Covered,6804.0
H0413,Dr. Roberts,T049,Endocrinologist,B,27,Community,Medium,40,2,20,1.6666666666666667,0.1,Adequately Covered,6804.0
H0469,Dr. Mcneil,T044,Pulmonologist,B,27,Group Practice,Medium,28,1,15,1.1666666666666667,0.03571428571428571,Adequately Covered,6804.0
H0012,Dr. Lam,T031,Internist,B,26,Community,High,22,1,13,0.9166666666666666,0.18181818181818182,Adequately Covered,6552.0
H0225,Dr. Marshall,T014,Endocrinologist,B,26,Academic,High,9,1,6,0.375,0.2222222222222222,Undercovered,6552.0
H0074,Dr. Watts,T031,Pulmonologist,B,26,Community,High,22,1,14,0.9166666666666666,0.18181818181818182,Adequately Covered,6552.0
H0391,Dr. Simpson,T045,Oncologist,B,25,Private Practice,Low,66,3,24,2.75,0.12121212121212122,Adequately Covered,6300.0
H0169,Dr. Walker,T002,General Practitioner,B,25,Community,Medium,0,0,0,0.0,0.0,Undercovered,6300.0
H0222,Dr. Gilbert,T041,Immunologist,B,25,Academic,Medium,100,3,24,4.166666666666667,0.16,Adequately Covered,6300.0
H0129,Dr. Bender,T015,Endocrinologist,B,25,Community,Medium,29,1,17,1.2083333333333333,0.13793103448275862,Adequately Covered,6300.0
H0486,Dr. Harrington,T006,Oncologist,B,25,Academic,Low,24,1,16,1.0,0.20833333333333334,Adequately Covered,6300.0
H0049,Dr. Dixon,T028,Cardiologist,B,25,Community,Medium,169,8,24,7.041666666666667,0.17751479289940827,Adequately Covered,6300.0
H0335,Dr. Johnson,T045,Neurologist,B,24,Private Practice,High,74,3,23,3.0833333333333335,0.12162162162162163,Adequately Covered,6048.0
H0036,Dr. Gray,T029,Immunologist,B,24,Group Practice,Medium,29,1,17,1.2083333333333333,0.1724137931034483,Adequately Covered,6048.0
H0465,Dr. Flores,T011,Pulmonologist,B,24,Private Practice,Medium,45,2,21,1.875,0.08888888888888889,Adequately Covered,6048.0
H0373,Dr. Hubbard,T041,Oncologist,B,23,Group Practice,Medium,73,3,22,3.0416666666666665,0.1506849315068493,Adequately Covered,5796.0
H0408,Dr. Jimenez,T026,Immunologist,B,23,Community,Medium,66,2,23,2.75,0.15151515151515152,Adequately Covered,5796.0
H0302,Dr. Jones,T015,Immunologist,B,23,Group Practice,High,20,1,14,0.8333333333333334,0.05,Adequately Covered,5796.0
H0500,Dr. Young,T023,General Practitioner,B,23,Private Practice,Low,24,1,16,1.0,0.20833333333333334,Adequately Covered,5796.0
H0176,Dr. Howell,T042,Endocrinologist,B,23,Academic,Medium,0,0,0,0.0,0.0,Undercovered,5796.0
H0342,Dr. Moody,T008,General Practitioner,B,23,Community,Low,89,4,24,3.7083333333333335,0.1797752808988764,Adequately Covered,5796.0
H0360,Dr. Nelson,T020,Immunologist,B,23,Private Practice,Medium,56,3,23,2.3333333333333335,0.17857142857142858,Adequately Covered,5796.0
H0427,Dr. Holland,T003,Cardiologist,B,22,Group Practice,High,69,3,24,2.875,0.2318840579710145,Adequately Covered,5544.0
H0165,Dr. Ruiz,T050,Oncologist,B,22,Academic,Medium,43,2,20,1.7916666666666667,0.11627906976744186,Adequately Covered,5544.0
H0114,Dr. Reyes,T032,Cardiologist,B,22,Academic,Low,47,2,22,1.9583333333333333,0.1276595744680851,Adequately Covered,5544.0
H0087,Dr. Marshall,T010,Internist,B,21,Group Practice,Low,52,2,23,2.1666666666666665,0.17307692307692307,Adequately Covered,5292.0
H0437,Dr. Lee,T023,General Practitioner,B,21,Community,High,33,1,19,1.375,0.18181818181818182,Adequately Covered,5292.0
H0272,Dr. Tapia,T016,Pulmonologist,B,20,Private Practice,High,68,3,24,2.8333333333333335,0.10294117647058823,Adequately Covered,5040.0
H0056,Dr. Harvey,T020,General Practitioner,B,20,Academic,Medium,78,3,24,3.25,0.1794871794871795,Adequately Covered,5040.0
H0459,Dr. Kane,T020,Immunologist,B,20,Academic,Medium,67,3,22,2.7916666666666665,0.22388059701492538,Adequately Covered,5040.0
H0452,Dr. Grimes,T014,Cardiologist,B,20,Group Practice,Low,11,1,9,0.4583333333333333,0.2727272727272727,Undercovered,5040.0
H0078,Dr. Osborne,T021,Oncologist,B,20,Private Practice,Low,15,2,11,0.625,0.13333333333333333,Adequately Covered,5040.0
H0287,Dr. Williams,T050,Internist,B,20,Academic,Medium,42,2,21,1.75,0.14285714285714285,Adequately Covered,5040.0
H0353,Dr. Larson,T046,General Practitioner,B,20,Private Practice,Low,16,1,13,0.6666666666666666,0.1875,Adequately Covered,5040.0
H0217,Dr. Stevens,T035,Endocrinologist,B,20,Community,Medium,21,1,16,0.875,0.19047619047619047,Adequately Covered,5040.0
H0480,Dr. Lozano,T002,Immunologist,B,20,Community,Medium,0,0,0,0.0,0.0,Undercovered,5040.0
H0017,Dr. Drake,T009,Cardiologist,B,19,Group Practice,Low,23,1,18,0.9583333333333334,0.08695652173913043,Adequately Covered,4788.0
H0255,Dr. Smith,T047,Internist,B,19,Private Practice,Medium,40,2,21,1.6666666666666667,0.175,Adequately Covered,4788.0
H0127,Dr. Johnston,T032,Immunologist,B,19,Group Practice,High,49,2,22,2.0416666666666665,0.30612244897959184,Adequately Covered,4788.0
H0298,Dr. Sheppard,T036,Immunologist,B,18,Private Practice,Low,88,3,24,3.6666666666666665,0.2159090909090909,Adequately Covered,4536.0
H0435,Dr. Bryant,T002,Pulmonologist,B,18,Community,High,0,0,0,0.0,0.0,Undercovered,4536.0
H0091,Dr. Fischer,T027,Immunologist,B,18,Academic,Low,23,1,15,0.9583333333333334,0.30434782608695654,Adequately Covered,4536.0
H0171,Dr. Bernard,T006,Cardiologist,B,18,Community,High,20,1,15,0.8333333333333334,0.2,Adequately Covered,4536.0
H0334,Dr. Harrison,T049,Immunologist,B,17,Community,Medium,36,2,20,1.5,0.1388888888888889,Adequately Covered,4284.0
H0267,Dr. Parker,T004,Immunologist,B,17,Private Practice,Medium,0,0,0,0.0,0.0,Undercovered,4284.0
H0369,Dr. Craig,T043,Oncologist,B,17,Community,Low,0,0,0,0.0,0.0,Undercovered,4284.0
H0154,Dr. Camacho,T023,Pulmonologist,B,17,Academic,Low,28,1,17,1.1666666666666667,0.25,Adequately Covered,4284.0
H0260,Dr. Wood,T043,Neurologist,B,17,Group Practice,Medium,0,0,0,0.0,0.0,Undercovered,4284.0
H0320,Dr. Patterson,T008,Endocrinologist,B,17,Community,Medium,85,4,22,3.5416666666666665,0.2235294117647059,Adequately Covered,4284.0
H0472,Dr. Hernandez,T009,Neurologist,B,17,Group Practice,Medium,15,1,11,0.625,0.06666666666666667,Adequately Covered,4284.0
H0231,Dr. Ramirez,T048,Internist,B,17,Academic,High,17,1,11,0.7083333333333334,0.17647058823529413,Adequately Covered,4284.0
H0390,Dr. Jenkins,T045,Pulmonologist,B,17,Group Practice,Medium,66,3,23,2.75,0.19696969696969696,Adequately Covered,4284.0
H0410,Dr. Williams,T005,Immunologist,B,17,Academic,Medium,0,0,0,0.0,0.0,Undercovered,4284.0
H0312,Dr. Butler,T048,Pulmonologist,B,16,Private Practice,Medium,15,1,12,0.625,0.4,Adequately Covered,4032.0
H0062,Dr. Hernandez,T022,Oncologist,B,16,Private Practice,Medium,0,0,0,0.0,0.0,Undercovered,4032.0
H0446,Dr. Adams,T039,Cardiologist,B,16,Private Practice,Medium,43,2,17,1.7916666666666667,0.18604651162790697,Adequately Covered,4032.0
H0151,Dr. Alvarado,T038,Cardiologist,B,16,Community,Low,34,2,18,1.4166666666666667,0.17647058823529413,Adequately Covered,4032.0
H0223,Dr. Gillespie,T040,Oncologist,B,16,Community,High,0,0,0,0.0,0.0,Undercovered,4032.0
H0109,Dr. Young,T035,Immunologist,B,16,Community,Medium,28,1,16,1.1666666666666667,0.2857142857142857,Adequately Covered,4032.0
H0206,Dr. Williams,T011,Neurologist,B,16,Group Practice,Medium,55,2,22,2.2916666666666665,0.12727272727272726,Adequately Covered,4032.0
H0266,Dr. Chavez,T006,Pulmonologist,B,16,Private Practice,High,19,1,11,0.7916666666666666,0.10526315789473684,Adequately Covered,4032.0
H0116,Dr. Lewis,T005,General Practitioner,B,15,Private Practice,Medium,0,0,0,0.0,0.0,Undercovered,3780.0
H0058,Dr. Crane,T047,Cardiologist,B,15,Private Practice,High,36,2,18,1.5,0.2222222222222222,Adequately Covered,3780.0
H0403,Dr. Booth,T030,Endocrinologist,B,15,Community,High,0,0,0,0.0,0.0,Undercovered,3780.0
H0240,Dr. Kelly,T043,Pulmonologist,B,15,Community,Medium,0,0,0,0.0,0.0,Undercovered,3780.0
H0276,Dr. Hill,T030,Cardiologist,B,15,Academic,Low,0,0,0,0.0,0.0,Undercovered,3780.0
H0362,Dr. Kim,T013,Cardiologist,B,15,Private Practice,Low,91,4,24,3.7916666666666665,0.13186813186813187,Adequately Covered,3780.0
H0163,Dr. Fisher,T007,Internist,B,15,Community,Low,0,0,0,0.0,0.0,Undercovered,3780.0
H0041,Dr. Bass,T022,Pulmonologist,B,15,Private Practice,Low,0,0,0,0.0,0.0,Undercovered,3780.0
H0466,Dr. Kennedy,T002,General Practitioner,B,15,Group Practice,Low,0,0,0,0.0,0.0,Undercovered,3780.0
H0064,Dr. Riggs,T022,Cardiologist,C,17,Community,Medium,0,0,0,0.0,0.0,Not Reached,2142.0
H0252,Dr. Alvarez,T002,Cardiologist,C,17,Private Practice,High,0,0,0,0.0,0.0,Not Reached,2142.0
H0197,Dr. Vargas,T015,Endocrinologist,C,17,Private Practice,Medium,13,1,11,0.5416666666666666,0.15384615384615385,Adequately Covered,2142.0
H0473,Dr. Hanna,T044,Internist,C,17,Private Practice,High,13,1,11,0.5416666666666666,0.07692307692307693,Adequately Covered,2142.0
H0398,Dr. Wilson,T041,Pulmonologist,C,17,Community,High,45,3,20,1.875,0.17777777777777778,Adequately Covered,2142.0
H0181,Dr. Marshall,T045,Internist,C,17,Private Practice,Low,42,3,21,1.75,0.21428571428571427,Adequately Covered,2142.0
H0014,Dr. Williams,T026,Internist,C,17,Private Practice,Low,31,2,19,1.2916666666666667,0.1935483870967742,Adequately Covered,2142.0
H0280,Dr. Hooper,T002,Pulmonologist,C,17,Private Practice,Medium,0,0,0,0.0,0.0,Not Reached,2142.0
H0264,Dr. Pierce,T029,Cardiologist,C,17,Community,High,15,1,12,0.625,0.2,Adequately Covered,2142.0
H0086,Dr. Anderson,T046,Immunologist,C,17,Community,Medium,14,1,11,0.5833333333333334,0.35714285714285715,Adequately Covered,2142.0
H0070,Dr. Higgins,T018,General Practitioner,C,17,Academic,Medium,13,1,11,0.5416666666666666,0.07692307692307693,Adequately Covered,2142.0
H0175,Dr. Combs,T031,Neurologist,C,17,Group Practice,Medium,12,1,10,0.5,0.3333333333333333,Adequately Covered,2142.0
H0349,Dr. Baker,T005,Immunologist,C,16,Academic,Medium,0,0,0,0.0,0.0,Not Reached,2016.0
H0382,Dr. Graham,T044,Pulmonologist,C,16,Private Practice,Medium,16,1,11,0.6666666666666666,0.0625,Adequately Covered,2016.0
H0194,Dr. Brooks,T029,Cardiologist,C,16,Group Practice,High,17,1,13,0.7083333333333334,0.35294117647058826,Adequately Covered,2016.0
H0323,Dr. Choi,T048,Internist,C,16,Group Practice,High,12,1,10,0.5,0.4166666666666667,Adequately Covered,2016.0
H0142,Dr. Caldwell,T019,Neurologist,C,16,Community,Medium,29,2,14,1.2083333333333333,0.034482758620689655,Adequately Covered,2016.0
H0305,Dr. Parks,T003,Internist,C,16,Group Practice,Low,47,3,21,1.9583333333333333,0.1702127659574468,Adequately Covered,2016.0
H0395,Dr. Johnson,T016,Internist,C,16,Private Practice,Medium,51,3,20,2.125,0.21568627450980393,Adequately Covered,2016.0
H0095,Dr. Simmons,T025,Pulmonologist,C,16,Private Practice,Low,22,1,15,0.9166666666666666,0.0,Adequately Covered,2016.0
H0084,Dr. Lowery,T037,Endocrinologist,C,16,Private Practice,Medium,38,2,18,1.5833333333333333,0.34210526315789475,Adequately Covered,2016.0
H0289,Dr. Carter,T038,Endocrinologist,C,16,Community,Medium,34,2,19,1.4166666666666667,0.14705882352941177,Adequately Covered,2016.0
H0415,Dr. Washington,T030,Endocrinologist,C,16,Community,Medium,0,0,0,0.0,0.0,Not Reached,2016.0
H0286,Dr. Martinez,T040,Immunologist,C,16,Community,High,0,0,0,0.0,0.0,Not Reached,2016.0
H0381,Dr. Shea,T043,Pulmonologist,C,16,Community,High,0,0,0,0.0,0.0,Not Reached,2016.0
H0076,Dr. Dalton,T049,Oncologist,C,16,Private Practice,Low,25,2,15,1.0416666666666667,0.24,Adequately Covered,2016.0
H0270,Dr. Stewart,T035,Neurologist,C,16,Private Practice,Medium,12,1,11,0.5,0.08333333333333333,Adequately Covered,2016.0
H0421,Dr. Smith,T015,Oncologist,C,16,Private Practice,High,13,1,10,0.5416666666666666,0.0,Adequately Covered,2016.0
H0422,Dr. Russell,T035,Endocrinologist,C,16,Community,Low,17,1,14,0.7083333333333334,0.058823529411764705,Adequately Covered,2016.0
H0319,Dr. Chapman,T029,Pulmonologist,C,15,Academic,Medium,18,1,14,0.75,0.16666666666666666,Adequately Covered,1890.0
H0322,Dr. Brown,T012,Oncologist,C,15,Academic,High,23,2,15,0.9583333333333334,0.13043478260869565,Adequately Covered,1890.0
H0239,Dr. Freeman,T034,Cardiologist,C,15,Academic,Medium,0,0,0,0.0,0.0,Not Reached,1890.0
H0366,Dr. Munoz,T011,General Practitioner,C,15,Community,Low,44,2,20,1.8333333333333333,0.1590909090909091,Adequately Covered,1890.0
H0388,Dr. Garcia,T038,General Practitioner,C,15,Private Practice,Low,25,2,15,1.0416666666666667,0.24,Adequately Covered,1890.0
H0324,Dr. Garcia,T031,Endocrinologist,C,15,Community,Medium,17,1,12,0.7083333333333334,0.11764705882352941,Adequately Covered,1890.0
H0092,Dr. Ramos,T003,General Practitioner,C,15,Private Practice,Medium,38,3,17,1.5833333333333333,0.18421052631578946,Adequately Covered,1890.0
H0172,Dr. Williams,T028,Pulmonologist,C,15,Community,Medium,97,8,24,4.041666666666667,0.17525773195876287,Adequately Covered,1890.0
H0055,Dr. Beck,T016,Cardiologist,C,15,Group Practice,Low,56,3,21,2.3333333333333335,0.08928571428571429,Adequately Covered,1890.0
H0371,Dr. Matthews,T023,Oncologist,C,15,Academic,High,19,1,12,0.7916666666666666,0.21052631578947367,Adequately Covered,1890.0
H0179,Dr. Wilson,T007,Endocrinologist,C,15,Private Practice,Medium,0,0,0,0.0,0.0,Not Reached,1890.0
H0112,Dr. Miller,T011,Cardiologist,C,15,Group Practice,Medium,27,2,16,1.125,0.1111111111111111,Adequately Covered,1890.0
H0351,Dr. Brown,T013,Immunologist,C,15,Community,Low,78,4,23,3.25,0.10256410256410256,Adequately Covered,1890.0
H0372,Dr. Smith,T028,General Practitioner,C,15,Community,Medium,91,8,24,3.7916666666666665,0.12087912087912088,Adequately Covered,1890.0
H0208,Dr. Stanley,T013,General Practitioner,C,15,Private Practice,Medium,77,4,24,3.2083333333333335,0.1038961038961039,Adequately Covered,1890.0
H0297,Dr. Peterson,T021,Internist,C,15,Community,Medium,15,2,11,0.625,0.0,Adequately Covered,1890.0
H0328,Dr. Miller,T009,Pulmonologist,C,15,Private Practice,Medium,9,1,8,0.375,0.1111111111111111,Adequately Covered,1890.0
H0015,Dr. Graham,T013,Cardiologist,C,15,Group Practice,Medium,58,4,22,2.4166666666666665,0.13793103448275862,Adequately Covered,1890.0
H0295,Dr. Mitchell,T038,Pulmonologist,C,15,Private Practice,Medium,32,2,19,1.3333333333333333,0.21875,Adequately Covered,1890.0
H0209,Dr. Jones,T029,Oncologist,C,15,Community,Low,18,1,13,0.75,0.05555555555555555,Adequately Covered,1890.0
H0433,Dr. Olson,T038,Immunologist,C,14,Community,Medium,20,2,14,0.8333333333333334,0.2,Adequately Covered,1764.0
H0405,Dr. Brown,T030,Cardiologist,C,14,Private Practice,Medium,0,0,0,0.0,0.0,Not Reached,1764.0
H0407,Dr. Dean,T030,Immunologist,C,14,Community,Medium,0,0,0,0.0,0.0,Not Reached,1764.0
H0474,Dr. Martinez,T038,Internist,C,14,Private Practice,High,34,2,17,1.4166666666666667,0.17647058823529413,Adequately Covered,1764.0
H0355,Dr. Morse,T044,Internist,C,14,Community,Medium,21,1,15,0.875,0.19047619047619047,Adequately Covered,1764.0
H0103,Dr. Ramirez,T018,Neurologist,C,14,Private Practice,Low,18,1,13,0.75,0.1111111111111111,Adequately Covered,1764.0
H0442,Dr. Barton,T050,Internist,C,14,Private Practice,High,29,2,17,1.2083333333333333,0.13793103448275862,Adequately Covered,1764.0
H0188,Dr. Martin,T019,Internist,C,14,Community,Medium,33,2,19,1.375,0.12121212121212122,Adequately Covered,1764.0
H0457,Dr. Bennett,T021,Pulmonologist,C,14,Group Practice,Low,13,2,8,0.5416666666666666,0.15384615384615385,Adequately Covered,1764.0
H0468,Dr. James,T018,General Practitioner,C,14,Community,Low,18,1,15,0.75,0.16666666666666666,Adequately Covered,1764.0
H0044,Dr. Floyd,T043,Endocrinologist,C,14,Academic,Low,0,0,0,0.0,0.0,Not Reached,1764.0
H0131,Dr. Price,T001,General Practitioner,C,13,Private Practice,Medium,23,2,15,0.9583333333333334,0.17391304347826086,Adequately Covered,1638.0
H0177,Dr. Allen,T010,Endocrinologist,C,13,Private Practice,Medium,33,2,19,1.375,0.12121212121212122,Adequately Covered,1638.0
H0213,Dr. Henry,T016,Endocrinologist,C,13,Community,Medium,44,3,22,1.8333333333333333,0.25,Adequately Covered,1638.0
H0389,Dr. Martin,T008,Immunologist,C,13,Academic,Medium,60,4,24,2.5,0.18333333333333332,Adequately Covered,1638.0
H0275,Dr. Rodgers,T016,Immunologist,C,13,Community,Low,34,3,18,1.4166666666666667,0.14705882352941177,Adequately Covered,1638.0
H0220,Dr. Boyd,T021,Oncologist,C,13,Community,Medium,14,2,10,0.5833333333333334,0.14285714285714285,Adequately Covered,1638.0
H0162,Dr. Bean,T013,Cardiologist,C,13,Academic,Medium,79,4,23,3.2916666666666665,0.16455696202531644,Adequately Covered,1638.0
H0402,Dr. Smith,T014,Oncologist,C,13,Private Practice,Medium,7,1,6,0.2916666666666667,0.42857142857142855,Adequately Covered,1638.0
H0299,Dr. King,T012,Oncologist,C,13,Community,Low,25,2,16,1.0416666666666667,0.12,Adequately Covered,1638.0
H0419,Dr. Mckinney,T034,Immunologist,C,13,Group Practice,Medium,0,0,0,0.0,0.0,Not Reached,1638.0
H0464,Dr. Jenkins,T012,Immunologist,C,13,Private Practice,High,23,2,16,0.9583333333333334,0.13043478260869565,Adequately Covered,1638.0
H0441,Dr. Jones,T014,Cardiologist,C,13,Community,High,8,1,8,0.3333333333333333,0.25,Adequately Covered,1638.0
H0115,Dr. Hernandez,T002,Neurologist,C,13,Community,Low,0,0,0,0.0,0.0,Not Reached,1638.0
H0344,Dr. Lara,T011,Oncologist,C,13,Private Practice,High,36,2,23,1.5,0.1388888888888889,Adequately Covered,1638.0
H0232,Dr. Hayes,T022,Endocrinologist,C,13,Private Practice,High,0,0,0,0.0,0.0,Not Reached,1638.0
H0488,Dr. Hanson,T021,Neurologist,C,13,Private Practice,High,12,2,8,0.5,0.0,Adequately Covered,1638.0
H0367,Dr. Johnson,T033,Pulmonologist,C,12,Academic,Low,47,2,19,1.9583333333333333,0.1702127659574468,Adequately Covered,1512.0
H0310,Dr. Wright,T033,Immunologist,C,12,Community,Medium,38,2,18,1.5833333333333333,0.13157894736842105,Adequately Covered,1512.0
H0003,Dr. Carpenter,T006,Pulmonologist,C,12,Community,Low,11,1,10,0.4583333333333333,0.2727272727272727,Adequately Covered,1512.0
H0461,Dr. Allen,T050,Pulmonologist,C,12,Private Practice,Low,23,2,15,0.9583333333333334,0.30434782608695654,Adequately Covered,1512.0
H0249,Dr. Russell,T009,Neurologist,C,12,Private Practice,Low,19,1,14,0.7916666666666666,0.2631578947368421,Adequately Covered,1512.0
H0311,Dr. Grant,T011,Pulmonologist,C,12,Private Practice,Medium,26,2,17,1.0833333333333333,0.038461538461538464,Adequately Covered,1512.0
H0158,Dr. Gibson,T002,Pulmonologist,C,12,Group Practice,High,0,0,0,0.0,0.0,Not Reached,1512.0
H0343,Dr. Lawrence,T040,Immunologist,C,12,Community,Medium,0,0,0,0.0,0.0,Not Reached,1512.0
H0132,Dr. Snow,T005,Internist,C,11,Academic,High,0,0,0,0.0,0.0,Not Reached,1386.0
H0067,Dr. Gibson,T024,Endocrinologist,C,11,Community,High,22,1,15,0.9166666666666666,0.36363636363636365,Adequately Covered,1386.0
H0460,Dr. Pollard,T014,Internist,C,11,Private Practice,Low,5,1,4,0.20833333333333334,0.2,Adequately Covered,1386.0
H0284,Dr. Turner,T025,General Practitioner,C,11,Private Practice,High,26,1,17,1.0833333333333333,0.07692307692307693,Adequately Covered,1386.0
H0010,Dr. Joyce,T035,Cardiologist,C,11,Private Practice,Medium,10,1,9,0.4166666666666667,0.1,Adequately Covered,1386.0
H0105,Dr. Washington,T031,Neurologist,C,11,Academic,Low,18,1,14,0.75,0.05555555555555555,Adequately Covered,1386.0
H0048,Dr. Lowe,T025,Pulmonologist,C,11,Group Practice,Medium,21,1,16,0.875,0.09523809523809523,Adequately Covered,1386.0
H0081,Dr. Dominguez,T024,Oncologist,C,11,Community,Low,12,1,10,0.5,0.16666666666666666,Adequately Covered,1386.0
H0117,Dr. Perry,T040,Immunologist,C,11,Private Practice,High,0,0,0,0.0,0.0,Not Reached,1386.0
H0141,Dr. Price,T013,Internist,C,10,Community,Medium,56,4,23,2.3333333333333335,0.19642857142857142,Adequately Covered,1260.0
H0204,Dr. Hogan,T048,Pulmonologist,C,10,Community,High,13,1,12,0.5416666666666666,0.0,Adequately Covered,1260.0
H0245,Dr. Peters,T048,Internist,C,10,Private Practice,High,12,1,11,0.5,0.16666666666666666,Adequately Covered,1260.0
H0050,Dr. Leon,T020,General Practitioner,C,10,Private Practice,High,36,3,19,1.5,0.1111111111111111,Adequately Covered,1260.0
H0250,Dr. Peters,T027,Neurologist,C,10,Academic,Low,11,1,9,0.4583333333333333,0.18181818181818182,Adequately Covered,1260.0
H0285,Dr. Erickson,T048,General Practitioner,C,10,Private Practice,Low,11,1,8,0.4583333333333333,0.09090909090909091,Adequately Covered,1260.0
H0499,Dr. Williamson,T019,General Practitioner,C,10,Community,Low,32,2,18,1.3333333333333333,0.125,Adequately Covered,1260.0
H0365,Dr. Navarro,T004,Neurologist,C,10,Community,High,0,0,0,0.0,0.0,Not Reached,1260.0
H0292,Dr. Mullins,T030,General Practitioner,C,10,Group Practice,Low,0,0,0,0.0,0.0,Not Reached,1260.0
H0406,Dr. Stone,T013,Immunologist,C,10,Group Practice,Medium,65,4,22,2.7083333333333335,0.09230769230769231,Adequately Covered,1260.0
H0332,Dr. Ortiz,T017,Internist,C,10,Community,High,18,1,15,0.75,0.05555555555555555,Adequately Covered,1260.0
H0031,Dr. Nguyen,T034,Oncologist,C,10,Community,High,0,0,0,0.0,0.0,Not Reached,1260.0
H0037,Dr. Adkins,T021,Internist,C,10,Group Practice,High,11,2,9,0.4583333333333333,0.36363636363636365,Adequately Covered,1260.0
H0273,Dr. Vaughn,T026,Cardiologist,C,10,Private Practice,High,39,2,22,1.625,0.15384615384615385,Adequately Covered,1260.0
H0448,Dr. Barber,T011,Immunologist,C,10,Community,High,27,2,15,1.125,0.07407407407407407,Adequately Covered,1260.0
H0363,Dr. George,T035,General Practitioner,C,9,Community,High,14,1,12,0.5833333333333334,0.14285714285714285,Adequately Covered,1134.0
H0025,Dr. Hanson,T024,Neurologist,C,9,Private Practice,Medium,17,1,11,0.7083333333333334,0.17647058823529413,Adequately Covered,1134.0
H0450,Dr. Carpenter,T033,Pulmonologist,C,9,Private Practice,Low,37,2,20,1.5416666666666667,0.1891891891891892,Adequately Covered,1134.0
H0277,Dr. Lawrence,T045,Neurologist,C,9,Academic,High,46,3,21,1.9166666666666667,0.13043478260869565,Adequately Covered,1134.0
H0412,Dr. Anderson,T026,Oncologist,C,9,Community,Medium,28,2,18,1.1666666666666667,0.10714285714285714,Adequately Covered,1134.0
H0075,Dr. Stafford,T009,General Practitioner,C,9,Private Practice,Low,13,1,9,0.5416666666666666,0.23076923076923078,Adequately Covered,1134.0
H0352,Dr. Sparks,T007,Endocrinologist,C,9,Group Practice,Medium,0,0,0,0.0,0.0,Not Reached,1134.0
H0462,Dr. Reyes,T020,Neurologist,C,9,Private Practice,High,40,3,19,1.6666666666666667,0.125,Adequately Covered,1134.0
H0416,Dr. Johnson,T047,Oncologist,C,9,Community,Low,23,2,15,0.9583333333333334,0.2608695652173913,Adequately Covered,1134.0
H0327,Dr. Baker,T012,General Practitioner,C,9,Private Practice,Low,22,2,17,0.9166666666666666,0.18181818181818182,Adequately Covered,1134.0
H0005,Dr. Johnson,T006,Immunologist,C,9,Community,Medium,19,1,14,0.7916666666666666,0.15789473684210525,Adequately Covered,1134.0
H0096,Dr. Meadows,T021,Cardiologist,C,9,Private Practice,Medium,13,2,8,0.5416666666666666,0.15384615384615385,Adequately Covered,1134.0
H0013,Dr. Lee,T034,Cardiologist,C,9,Community,Medium,0,0,0,0.0,0.0,Not Reached,1134.0
H0139,Dr. Nelson,T041,General Practitioner,C,9,Community,Low,60,3,23,2.5,0.06666666666666667,Adequately Covered,1134.0
H0228,Dr. Morris,T005,Pulmonologist,C,9,Group Practice,Low,0,0,0,0.0,0.0,Not Reached,1134.0
H0380,Dr. Ramirez,T031,Immunologist,C,9,Private Practice,High,21,1,15,0.875,0.23809523809523808,Adequately Covered,1134.0
H0445,Dr. French,T008,Immunologist,C,9,Community,Low,54,4,22,2.25,0.1111111111111111,Adequately Covered,1134.0
H0077,Dr. Mcclure,T008,General Practitioner,C,9,Group Practice,Medium,52,4,20,2.1666666666666665,0.21153846153846154,Adequately Covered,1134.0
H0097,Dr. Griffin,T020,General Practitioner,C,9,Community,Medium,51,3,19,2.125,0.09803921568627451,Adequately Covered,1134.0
H0140,Dr. Tucker,T017,Cardiologist,C,8,Private Practice,Medium,19,1,15,0.7916666666666666,0.15789473684210525,Adequately Covered,1008.0
H0040,Dr. Sullivan,T047,Cardiologist,C,8,Community,Medium,27,2,17,1.125,0.1111111111111111,Adequately Covered,1008.0
H0196,Dr. Gonzalez,T019,Pulmonologist,C,8,Group Practice,Medium,28,2,17,1.1666666666666667,0.14285714285714285,Adequately Covered,1008.0
H0279,Dr. Carlson,T012,Cardiologist,C,8,Community,Medium,45,2,22,1.875,0.1111111111111111,Adequately Covered,1008.0
H0451,Dr. Keller,T031,Pulmonologist,C,8,Academic,Medium,11,1,10,0.4583333333333333,0.09090909090909091,Adequately Covered,1008.0
H0180,Dr. Gould,T046,Immunologist,C,8,Private Practice,Low,11,1,8,0.4583333333333333,0.09090909090909091,Adequately Covered,1008.0
H0414,Dr. Gilmore,T017,Oncologist,C,8,Private Practice,Medium,16,1,11,0.6666666666666666,0.375,Adequately Covered,1008.0
H0301,Dr. Wilson,T018,Endocrinologist,C,8,Community,High,20,1,14,0.8333333333333334,0.25,Adequately Covered,1008.0
H0152,Dr. Miller,T007,Neurologist,C,8,Academic,Low,0,0,0,0.0,0.0,Not Reached,1008.0
H0340,Dr. Hall,T038,Oncologist,C,8,Community,Medium,18,2,13,0.75,0.16666666666666666,Adequately Covered,1008.0
